45.9764 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color='grey', colorSpace='named', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x1DF060B0>, multiSample=False, name='window1', numSamples=2, pos=[0, 0], screen=0, size=array([1366,  768]), stereo=False, units=u'norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
19.2838 	EXP 	Created instr7_text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='instr7_text', opacity=1.0, ori=0, pos=array([-0.3,  0. ]), rgb=array([ 0.,  0.,  0.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
19.3522 	EXP 	Created instr7_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image=u'Alien11.BMP', interpolate=True, mask=None, maskParams=None, name='instr7_image', opacity=1.0, ori=0.0, pos=array([ 0.5,  0. ]), size=array([ 0.47437775,  0.48958333]), texRes=128, units=u'norm', win=Window(...))
19.4890 	EXP 	Set  sound=reminder_bi.wav
19.4891 	EXP 	Sound  set volume 1.000
19.5008 	EXP 	Created treminder_text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='treminder_text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=u'Now press the button when you hear this!', units=u'norm', win=Window(...), wrapWidth=1)
19.5805 	EXP 	Set  sound=reminder_2C.wav
19.5807 	EXP 	Sound  set volume 1.000
19.5868 	EXP 	Created TA_first = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='TA_first', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=u'+', units=u'norm', win=Window(...), wrapWidth=1)
19.6169 	EXP 	Set  sound=A
19.6172 	EXP 	Sound  set volume 1.000
19.6294 	EXP 	Created fam_trials_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image=u'Alien11.BMP', interpolate=True, mask=None, maskParams=None, name='fam_trials_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.47437775,  0.48958333]), texRes=128, units=u'norm', win=Window(...))
19.6302 	EXP 	window1: blendMode = 'avg'
19.6365 	EXP 	instr7_text: autoDraw = True
19.6365 	EXP 	instr7_image: autoDraw = True
19.6371 	EXP 	window1: blendMode = 'avg'
19.6523 	EXP 	window1: blendMode = 'avg'
19.6686 	EXP 	window1: blendMode = 'avg'
19.6855 	EXP 	window1: blendMode = 'avg'
19.7022 	EXP 	window1: blendMode = 'avg'
19.7183 	EXP 	window1: blendMode = 'avg'
19.7358 	EXP 	window1: blendMode = 'avg'
19.7521 	EXP 	window1: blendMode = 'avg'
19.7686 	EXP 	window1: blendMode = 'avg'
19.7855 	EXP 	window1: blendMode = 'avg'
19.8025 	EXP 	window1: blendMode = 'avg'
19.8184 	EXP 	window1: blendMode = 'avg'
19.8352 	EXP 	window1: blendMode = 'avg'
19.8519 	EXP 	window1: blendMode = 'avg'
19.8685 	EXP 	window1: blendMode = 'avg'
19.8855 	EXP 	window1: blendMode = 'avg'
19.9024 	EXP 	window1: blendMode = 'avg'
19.9185 	EXP 	window1: blendMode = 'avg'
19.9356 	EXP 	window1: blendMode = 'avg'
19.9518 	EXP 	window1: blendMode = 'avg'
19.9685 	EXP 	window1: blendMode = 'avg'
19.9852 	EXP 	window1: blendMode = 'avg'
20.0021 	EXP 	window1: blendMode = 'avg'
20.0184 	EXP 	window1: blendMode = 'avg'
20.0356 	EXP 	window1: blendMode = 'avg'
20.0521 	EXP 	window1: blendMode = 'avg'
20.0686 	EXP 	window1: blendMode = 'avg'
20.0857 	EXP 	window1: blendMode = 'avg'
20.1022 	EXP 	window1: blendMode = 'avg'
20.1185 	EXP 	window1: blendMode = 'avg'
20.1353 	EXP 	window1: blendMode = 'avg'
20.1521 	EXP 	window1: blendMode = 'avg'
20.1687 	EXP 	window1: blendMode = 'avg'
20.1854 	EXP 	window1: blendMode = 'avg'
20.2021 	EXP 	window1: blendMode = 'avg'
20.2186 	EXP 	window1: blendMode = 'avg'
20.2354 	EXP 	window1: blendMode = 'avg'
20.2521 	EXP 	window1: blendMode = 'avg'
20.2686 	EXP 	window1: blendMode = 'avg'
20.2854 	EXP 	window1: blendMode = 'avg'
20.3022 	EXP 	window1: blendMode = 'avg'
20.3186 	EXP 	window1: blendMode = 'avg'
20.3354 	EXP 	window1: blendMode = 'avg'
20.3521 	EXP 	window1: blendMode = 'avg'
20.3685 	EXP 	window1: blendMode = 'avg'
20.3853 	EXP 	window1: blendMode = 'avg'
20.4021 	EXP 	window1: blendMode = 'avg'
20.4187 	EXP 	window1: blendMode = 'avg'
20.4357 	EXP 	window1: blendMode = 'avg'
20.4520 	EXP 	window1: blendMode = 'avg'
20.4685 	EXP 	window1: blendMode = 'avg'
20.4854 	EXP 	window1: blendMode = 'avg'
20.5022 	EXP 	window1: blendMode = 'avg'
20.5186 	EXP 	window1: blendMode = 'avg'
20.5355 	EXP 	window1: blendMode = 'avg'
20.5521 	EXP 	window1: blendMode = 'avg'
20.5685 	EXP 	window1: blendMode = 'avg'
20.5853 	EXP 	window1: blendMode = 'avg'
20.6017 	EXP 	window1: blendMode = 'avg'
20.6186 	EXP 	window1: blendMode = 'avg'
20.6356 	EXP 	window1: blendMode = 'avg'
20.6520 	EXP 	window1: blendMode = 'avg'
20.6685 	EXP 	window1: blendMode = 'avg'
20.6852 	EXP 	window1: blendMode = 'avg'
20.7020 	EXP 	window1: blendMode = 'avg'
20.7186 	EXP 	window1: blendMode = 'avg'
20.7356 	EXP 	window1: blendMode = 'avg'
20.7524 	EXP 	window1: blendMode = 'avg'
20.7686 	EXP 	window1: blendMode = 'avg'
20.7858 	EXP 	window1: blendMode = 'avg'
20.8025 	EXP 	window1: blendMode = 'avg'
20.8188 	EXP 	window1: blendMode = 'avg'
20.8355 	EXP 	window1: blendMode = 'avg'
20.8521 	EXP 	window1: blendMode = 'avg'
20.8686 	EXP 	window1: blendMode = 'avg'
20.8854 	EXP 	window1: blendMode = 'avg'
20.9018 	EXP 	window1: blendMode = 'avg'
20.9185 	EXP 	window1: blendMode = 'avg'
20.9354 	EXP 	window1: blendMode = 'avg'
20.9523 	EXP 	window1: blendMode = 'avg'
20.9686 	EXP 	window1: blendMode = 'avg'
20.9856 	EXP 	window1: blendMode = 'avg'
21.0018 	EXP 	window1: blendMode = 'avg'
21.0193 	EXP 	window1: blendMode = 'avg'
21.0358 	EXP 	window1: blendMode = 'avg'
21.0527 	EXP 	window1: blendMode = 'avg'
21.0687 	EXP 	window1: blendMode = 'avg'
21.0857 	EXP 	window1: blendMode = 'avg'
21.1020 	EXP 	window1: blendMode = 'avg'
21.1189 	EXP 	window1: blendMode = 'avg'
21.1354 	EXP 	window1: blendMode = 'avg'
21.1520 	EXP 	window1: blendMode = 'avg'
21.1684 	EXP 	window1: blendMode = 'avg'
21.1855 	EXP 	window1: blendMode = 'avg'
21.2019 	EXP 	window1: blendMode = 'avg'
21.2193 	EXP 	window1: blendMode = 'avg'
21.2355 	EXP 	window1: blendMode = 'avg'
21.2520 	EXP 	window1: blendMode = 'avg'
21.2686 	EXP 	window1: blendMode = 'avg'
21.2854 	EXP 	window1: blendMode = 'avg'
21.3022 	EXP 	window1: blendMode = 'avg'
21.3190 	EXP 	window1: blendMode = 'avg'
21.3358 	EXP 	window1: blendMode = 'avg'
21.3524 	EXP 	window1: blendMode = 'avg'
21.3685 	EXP 	window1: blendMode = 'avg'
21.3856 	EXP 	window1: blendMode = 'avg'
21.4019 	EXP 	window1: blendMode = 'avg'
21.4185 	EXP 	window1: blendMode = 'avg'
21.4354 	EXP 	window1: blendMode = 'avg'
21.4520 	EXP 	window1: blendMode = 'avg'
21.4685 	EXP 	window1: blendMode = 'avg'
21.4857 	EXP 	window1: blendMode = 'avg'
21.5019 	EXP 	window1: blendMode = 'avg'
21.5186 	EXP 	window1: blendMode = 'avg'
21.5355 	EXP 	window1: blendMode = 'avg'
21.5520 	EXP 	window1: blendMode = 'avg'
21.5685 	EXP 	window1: blendMode = 'avg'
21.5855 	EXP 	window1: blendMode = 'avg'
21.6019 	EXP 	window1: blendMode = 'avg'
21.6185 	EXP 	window1: blendMode = 'avg'
21.6356 	EXP 	window1: blendMode = 'avg'
21.6525 	EXP 	window1: blendMode = 'avg'
21.6686 	EXP 	window1: blendMode = 'avg'
21.6858 	EXP 	window1: blendMode = 'avg'
21.7018 	EXP 	window1: blendMode = 'avg'
21.7184 	EXP 	window1: blendMode = 'avg'
21.7356 	EXP 	window1: blendMode = 'avg'
21.7520 	EXP 	window1: blendMode = 'avg'
21.7685 	EXP 	window1: blendMode = 'avg'
21.7854 	EXP 	window1: blendMode = 'avg'
21.8020 	EXP 	window1: blendMode = 'avg'
21.8185 	EXP 	window1: blendMode = 'avg'
21.8353 	EXP 	window1: blendMode = 'avg'
21.8521 	EXP 	window1: blendMode = 'avg'
21.8684 	EXP 	window1: blendMode = 'avg'
21.8854 	EXP 	window1: blendMode = 'avg'
21.9021 	EXP 	window1: blendMode = 'avg'
21.9186 	EXP 	window1: blendMode = 'avg'
21.9353 	EXP 	window1: blendMode = 'avg'
21.9520 	EXP 	window1: blendMode = 'avg'
21.9686 	EXP 	window1: blendMode = 'avg'
21.9858 	EXP 	window1: blendMode = 'avg'
22.0022 	EXP 	window1: blendMode = 'avg'
22.0185 	EXP 	window1: blendMode = 'avg'
22.0352 	EXP 	window1: blendMode = 'avg'
22.0519 	EXP 	window1: blendMode = 'avg'
22.0685 	EXP 	window1: blendMode = 'avg'
22.0854 	EXP 	window1: blendMode = 'avg'
22.1019 	EXP 	window1: blendMode = 'avg'
22.1185 	EXP 	window1: blendMode = 'avg'
22.1352 	EXP 	window1: blendMode = 'avg'
22.1520 	EXP 	window1: blendMode = 'avg'
22.1685 	EXP 	window1: blendMode = 'avg'
22.1853 	EXP 	window1: blendMode = 'avg'
22.2020 	EXP 	window1: blendMode = 'avg'
22.2184 	EXP 	window1: blendMode = 'avg'
22.2353 	EXP 	window1: blendMode = 'avg'
22.2522 	EXP 	window1: blendMode = 'avg'
22.2697 	EXP 	window1: blendMode = 'avg'
22.2855 	EXP 	window1: blendMode = 'avg'
22.3020 	EXP 	window1: blendMode = 'avg'
22.3188 	EXP 	window1: blendMode = 'avg'
22.3354 	EXP 	window1: blendMode = 'avg'
22.3522 	EXP 	window1: blendMode = 'avg'
22.3687 	EXP 	window1: blendMode = 'avg'
22.3857 	EXP 	window1: blendMode = 'avg'
22.4020 	EXP 	window1: blendMode = 'avg'
22.4186 	EXP 	window1: blendMode = 'avg'
22.4353 	EXP 	window1: blendMode = 'avg'
22.4522 	EXP 	window1: blendMode = 'avg'
22.4687 	EXP 	window1: blendMode = 'avg'
22.4854 	EXP 	window1: blendMode = 'avg'
22.5026 	EXP 	window1: blendMode = 'avg'
22.5188 	EXP 	window1: blendMode = 'avg'
22.5355 	EXP 	window1: blendMode = 'avg'
22.5525 	EXP 	window1: blendMode = 'avg'
22.5687 	EXP 	window1: blendMode = 'avg'
22.5850 	EXP 	window1: blendMode = 'avg'
22.6020 	EXP 	window1: blendMode = 'avg'
22.6185 	EXP 	window1: blendMode = 'avg'
22.6353 	EXP 	window1: blendMode = 'avg'
22.6522 	EXP 	window1: blendMode = 'avg'
22.6686 	EXP 	window1: blendMode = 'avg'
22.6854 	EXP 	window1: blendMode = 'avg'
22.7020 	EXP 	window1: blendMode = 'avg'
22.7186 	EXP 	window1: blendMode = 'avg'
22.7352 	EXP 	window1: blendMode = 'avg'
22.7520 	EXP 	window1: blendMode = 'avg'
22.7687 	EXP 	window1: blendMode = 'avg'
22.7855 	EXP 	window1: blendMode = 'avg'
22.8021 	EXP 	window1: blendMode = 'avg'
22.8186 	EXP 	window1: blendMode = 'avg'
22.8358 	EXP 	window1: blendMode = 'avg'
22.8522 	EXP 	window1: blendMode = 'avg'
22.8686 	EXP 	window1: blendMode = 'avg'
22.8856 	EXP 	window1: blendMode = 'avg'
22.9021 	EXP 	window1: blendMode = 'avg'
22.9186 	EXP 	window1: blendMode = 'avg'
22.9357 	EXP 	window1: blendMode = 'avg'
22.9521 	EXP 	window1: blendMode = 'avg'
22.9688 	EXP 	window1: blendMode = 'avg'
22.9854 	EXP 	window1: blendMode = 'avg'
23.0022 	EXP 	window1: blendMode = 'avg'
23.0186 	EXP 	window1: blendMode = 'avg'
23.0356 	EXP 	window1: blendMode = 'avg'
23.0525 	EXP 	window1: blendMode = 'avg'
23.0686 	EXP 	window1: blendMode = 'avg'
23.0854 	EXP 	window1: blendMode = 'avg'
23.1020 	EXP 	window1: blendMode = 'avg'
23.1186 	EXP 	window1: blendMode = 'avg'
23.1356 	EXP 	window1: blendMode = 'avg'
23.1519 	EXP 	window1: blendMode = 'avg'
23.1686 	EXP 	window1: blendMode = 'avg'
23.1853 	EXP 	window1: blendMode = 'avg'
23.2020 	EXP 	window1: blendMode = 'avg'
23.2187 	EXP 	window1: blendMode = 'avg'
23.2359 	EXP 	window1: blendMode = 'avg'
23.2523 	EXP 	window1: blendMode = 'avg'
23.2687 	EXP 	window1: blendMode = 'avg'
23.2856 	EXP 	window1: blendMode = 'avg'
23.3021 	EXP 	window1: blendMode = 'avg'
23.3187 	EXP 	window1: blendMode = 'avg'
23.3354 	EXP 	window1: blendMode = 'avg'
23.3522 	EXP 	window1: blendMode = 'avg'
23.3686 	EXP 	window1: blendMode = 'avg'
23.3855 	EXP 	window1: blendMode = 'avg'
23.4020 	EXP 	window1: blendMode = 'avg'
23.4187 	EXP 	window1: blendMode = 'avg'
23.4354 	EXP 	window1: blendMode = 'avg'
23.4522 	EXP 	window1: blendMode = 'avg'
23.4695 	EXP 	window1: blendMode = 'avg'
23.4855 	EXP 	window1: blendMode = 'avg'
23.5023 	EXP 	window1: blendMode = 'avg'
23.5186 	EXP 	window1: blendMode = 'avg'
23.5356 	EXP 	window1: blendMode = 'avg'
23.5523 	EXP 	window1: blendMode = 'avg'
23.5686 	EXP 	window1: blendMode = 'avg'
23.5857 	EXP 	window1: blendMode = 'avg'
23.6024 	EXP 	window1: blendMode = 'avg'
23.6188 	EXP 	window1: blendMode = 'avg'
23.6355 	EXP 	window1: blendMode = 'avg'
23.6520 	EXP 	window1: blendMode = 'avg'
23.6686 	EXP 	window1: blendMode = 'avg'
23.6859 	EXP 	window1: blendMode = 'avg'
23.7022 	EXP 	window1: blendMode = 'avg'
23.7186 	DATA 	Keypress: 5
23.7197 	EXP 	Sound  started
23.7348 	EXP 	instr7_text: autoDraw = False
23.7348 	EXP 	instr7_image: autoDraw = False
26.6186 	EXP 	Sound  stopped
26.9867 	EXP 	Imported auditory_run4_1.csv as conditions, 96 conditions, 6 params
26.9874 	EXP 	Created sequence: sequential, trialTypes=96, nReps=1, seed=None
26.9877 	EXP 	New trial (rep=0, index=0): {'soundFile': u'3A.wav', 'word': 1, 'location': 1, 'repetition': 1, 'trialnum': 1, 'condition': u'S'}
27.0394 	EXP 	Set  sound=3A.wav
27.0403 	EXP 	Sound  started
27.0462 	EXP 	alien: autoDraw = True
27.0851 	EXP 	Sound  stopped
27.0856 	EXP 	New trial (rep=0, index=1): {'soundFile': u'3B.wav', 'word': 1, 'location': 2, 'repetition': 1, 'trialnum': 2, 'condition': u'S'}
27.1257 	EXP 	Set  sound=3B.wav
27.1270 	EXP 	Sound  started
27.1329 	EXP 	alien: autoDraw = False
27.1329 	EXP 	alien: autoDraw = True
27.5353 	EXP 	Sound  stopped
27.5358 	EXP 	New trial (rep=0, index=2): {'soundFile': u'3C.wav', 'word': 1, 'location': 3, 'repetition': 1, 'trialnum': 3, 'condition': u'S'}
27.5781 	EXP 	Set  sound=3C.wav
27.5802 	EXP 	Sound  started
27.5864 	EXP 	alien: autoDraw = False
27.5864 	EXP 	alien: autoDraw = False
27.5864 	EXP 	alien: autoDraw = True
27.9851 	EXP 	Sound  stopped
27.9855 	EXP 	New trial (rep=0, index=3): {'soundFile': u'1A.wav', 'word': 2, 'location': 1, 'repetition': 1, 'trialnum': 4, 'condition': u'S'}
28.0349 	EXP 	Set  sound=1A.wav
28.0362 	EXP 	Sound  started
28.0418 	EXP 	alien: autoDraw = False
28.0418 	EXP 	alien: autoDraw = False
28.0418 	EXP 	alien: autoDraw = True
28.4351 	EXP 	Sound  stopped
28.4355 	EXP 	New trial (rep=0, index=4): {'soundFile': u'1B.wav', 'word': 2, 'location': 2, 'repetition': 1, 'trialnum': 5, 'condition': u'S'}
28.4808 	EXP 	Set  sound=1B.wav
28.4823 	EXP 	Sound  started
28.4879 	EXP 	alien: autoDraw = False
28.4879 	EXP 	alien: autoDraw = False
28.4879 	EXP 	alien: autoDraw = True
28.8858 	EXP 	Sound  stopped
28.8862 	EXP 	New trial (rep=0, index=5): {'soundFile': u'1C.wav', 'word': 2, 'location': 3, 'repetition': 1, 'trialnum': 6, 'condition': u'S'}
28.9341 	EXP 	Set  sound=1C.wav
28.9359 	EXP 	Sound  started
28.9411 	EXP 	alien: autoDraw = False
28.9411 	EXP 	alien: autoDraw = False
28.9411 	EXP 	alien: autoDraw = True
29.3355 	EXP 	Sound  stopped
29.3359 	EXP 	New trial (rep=0, index=6): {'soundFile': u'4A.wav', 'word': 3, 'location': 1, 'repetition': 1, 'trialnum': 7, 'condition': u'S'}
29.3828 	EXP 	Set  sound=4A.wav
29.3836 	EXP 	Sound  started
29.3891 	EXP 	alien: autoDraw = False
29.3891 	EXP 	alien: autoDraw = False
29.3891 	EXP 	alien: autoDraw = True
29.7857 	EXP 	Sound  stopped
29.7861 	EXP 	New trial (rep=0, index=7): {'soundFile': u'4B.wav', 'word': 3, 'location': 2, 'repetition': 1, 'trialnum': 8, 'condition': u'S'}
29.8284 	EXP 	Set  sound=4B.wav
29.8299 	EXP 	Sound  started
29.8360 	EXP 	alien: autoDraw = False
29.8360 	EXP 	alien: autoDraw = False
29.8360 	EXP 	alien: autoDraw = True
30.2353 	EXP 	Sound  stopped
30.2357 	EXP 	New trial (rep=0, index=8): {'soundFile': u'4C.wav', 'word': 3, 'location': 3, 'repetition': 1, 'trialnum': 9, 'condition': u'S'}
30.2829 	EXP 	Set  sound=4C.wav
30.2843 	EXP 	Sound  started
30.2896 	EXP 	alien: autoDraw = False
30.2896 	EXP 	alien: autoDraw = False
30.2896 	EXP 	alien: autoDraw = True
30.3702 	DATA 	Keypress: 4
30.6856 	EXP 	Sound  stopped
30.6861 	EXP 	New trial (rep=0, index=9): {'soundFile': u'3A.wav', 'word': 1, 'location': 1, 'repetition': 2, 'trialnum': 10, 'condition': u'S'}
30.6883 	EXP 	Set  sound=3A.wav
30.6889 	EXP 	Sound  started
30.7018 	EXP 	alien: autoDraw = False
30.7018 	EXP 	alien: autoDraw = False
30.7018 	EXP 	alien: autoDraw = True
31.1354 	EXP 	Sound  stopped
31.1358 	EXP 	New trial (rep=0, index=10): {'soundFile': u'3B.wav', 'word': 1, 'location': 2, 'repetition': 2, 'trialnum': 11, 'condition': u'S'}
31.1385 	EXP 	Set  sound=3B.wav
31.1393 	EXP 	Sound  started
31.1516 	EXP 	alien: autoDraw = False
31.1516 	EXP 	alien: autoDraw = False
31.1516 	EXP 	alien: autoDraw = True
31.5855 	EXP 	Sound  stopped
31.5859 	EXP 	New trial (rep=0, index=11): {'soundFile': u'3C.wav', 'word': 1, 'location': 3, 'repetition': 2, 'trialnum': 12, 'condition': u'S'}
31.5879 	EXP 	Set  sound=3C.wav
31.5884 	EXP 	Sound  started
31.6017 	EXP 	alien: autoDraw = False
31.6017 	EXP 	alien: autoDraw = False
31.6017 	EXP 	alien: autoDraw = True
31.6856 	DATA 	Keypress: 4
32.0352 	EXP 	Sound  stopped
32.0358 	EXP 	New trial (rep=0, index=12): {'soundFile': u'2A.wav', 'word': 4, 'location': 1, 'repetition': 1, 'trialnum': 13, 'condition': u'S'}
32.0813 	EXP 	Set  sound=2A.wav
32.0828 	EXP 	Sound  started
32.0884 	EXP 	alien: autoDraw = False
32.0884 	EXP 	alien: autoDraw = False
32.0884 	EXP 	alien: autoDraw = True
32.4854 	EXP 	Sound  stopped
32.4859 	EXP 	New trial (rep=0, index=13): {'soundFile': u'2B.wav', 'word': 4, 'location': 2, 'repetition': 1, 'trialnum': 14, 'condition': u'S'}
32.5307 	EXP 	Set  sound=2B.wav
32.5319 	EXP 	Sound  started
32.5375 	EXP 	alien: autoDraw = False
32.5375 	EXP 	alien: autoDraw = False
32.5375 	EXP 	alien: autoDraw = True
32.7522 	DATA 	Keypress: 4
32.9353 	EXP 	Sound  stopped
32.9359 	EXP 	New trial (rep=0, index=14): {'soundFile': u'2C.wav', 'word': 4, 'location': 3, 'repetition': 1, 'trialnum': 15, 'condition': u'S'}
32.9835 	EXP 	Set  sound=2C.wav
