16.3770 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color='grey', colorSpace='named', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x1DB31150>, multiSample=False, name='window1', numSamples=2, pos=[0, 0], screen=0, size=array([1366,  768]), stereo=False, units=u'norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
19.9026 	EXP 	Created treminder_text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='treminder_text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=u'Now press the button when you hear this!', units=u'norm', win=Window(...), wrapWidth=1)
20.0863 	EXP 	Set  sound=reminder_2C.wav
20.0865 	EXP 	Sound  set volume 1.000
20.0886 	EXP 	window1: blendMode = 'avg'
20.1024 	EXP 	text_11: autoDraw = True
20.1024 	EXP 	image_15: autoDraw = True
20.1029 	EXP 	window1: blendMode = 'avg'
20.1104 	EXP 	window1: blendMode = 'avg'
20.1267 	EXP 	window1: blendMode = 'avg'
20.1432 	EXP 	window1: blendMode = 'avg'
20.1602 	EXP 	window1: blendMode = 'avg'
20.1767 	EXP 	window1: blendMode = 'avg'
20.1931 	EXP 	window1: blendMode = 'avg'
20.2102 	EXP 	window1: blendMode = 'avg'
20.2267 	EXP 	window1: blendMode = 'avg'
20.2433 	EXP 	window1: blendMode = 'avg'
20.2602 	EXP 	window1: blendMode = 'avg'
20.2765 	EXP 	window1: blendMode = 'avg'
20.2931 	EXP 	window1: blendMode = 'avg'
20.3099 	EXP 	window1: blendMode = 'avg'
20.3265 	EXP 	window1: blendMode = 'avg'
20.3431 	EXP 	window1: blendMode = 'avg'
20.3601 	EXP 	window1: blendMode = 'avg'
20.3766 	EXP 	window1: blendMode = 'avg'
20.3932 	EXP 	window1: blendMode = 'avg'
20.4100 	EXP 	window1: blendMode = 'avg'
20.4265 	EXP 	window1: blendMode = 'avg'
20.4432 	EXP 	window1: blendMode = 'avg'
20.4600 	EXP 	window1: blendMode = 'avg'
20.4766 	EXP 	window1: blendMode = 'avg'
20.4932 	EXP 	window1: blendMode = 'avg'
20.5101 	EXP 	window1: blendMode = 'avg'
20.5265 	EXP 	window1: blendMode = 'avg'
20.5432 	EXP 	window1: blendMode = 'avg'
20.5614 	EXP 	window1: blendMode = 'avg'
20.5768 	EXP 	window1: blendMode = 'avg'
20.5933 	EXP 	window1: blendMode = 'avg'
20.6103 	EXP 	window1: blendMode = 'avg'
20.6265 	EXP 	window1: blendMode = 'avg'
20.6432 	EXP 	window1: blendMode = 'avg'
20.6608 	EXP 	window1: blendMode = 'avg'
20.6766 	EXP 	window1: blendMode = 'avg'
20.6932 	EXP 	window1: blendMode = 'avg'
20.7100 	EXP 	window1: blendMode = 'avg'
20.7267 	EXP 	window1: blendMode = 'avg'
20.7432 	EXP 	window1: blendMode = 'avg'
20.7600 	EXP 	window1: blendMode = 'avg'
20.7766 	EXP 	window1: blendMode = 'avg'
20.7932 	EXP 	window1: blendMode = 'avg'
20.8101 	EXP 	window1: blendMode = 'avg'
20.8266 	EXP 	window1: blendMode = 'avg'
20.8432 	EXP 	window1: blendMode = 'avg'
20.8602 	EXP 	window1: blendMode = 'avg'
20.8771 	EXP 	window1: blendMode = 'avg'
20.8938 	EXP 	window1: blendMode = 'avg'
20.9101 	EXP 	window1: blendMode = 'avg'
20.9266 	EXP 	window1: blendMode = 'avg'
20.9432 	EXP 	window1: blendMode = 'avg'
20.9600 	EXP 	window1: blendMode = 'avg'
20.9764 	EXP 	window1: blendMode = 'avg'
20.9931 	EXP 	window1: blendMode = 'avg'
21.0099 	EXP 	window1: blendMode = 'avg'
21.0266 	EXP 	window1: blendMode = 'avg'
21.0432 	EXP 	window1: blendMode = 'avg'
21.0600 	EXP 	window1: blendMode = 'avg'
21.0768 	EXP 	window1: blendMode = 'avg'
21.0932 	EXP 	window1: blendMode = 'avg'
21.1101 	EXP 	window1: blendMode = 'avg'
21.1265 	EXP 	window1: blendMode = 'avg'
21.1431 	EXP 	window1: blendMode = 'avg'
21.1603 	EXP 	window1: blendMode = 'avg'
21.1774 	EXP 	window1: blendMode = 'avg'
21.1932 	EXP 	window1: blendMode = 'avg'
21.2101 	EXP 	window1: blendMode = 'avg'
21.2266 	EXP 	window1: blendMode = 'avg'
21.2431 	EXP 	window1: blendMode = 'avg'
21.2601 	EXP 	window1: blendMode = 'avg'
21.2765 	EXP 	window1: blendMode = 'avg'
21.2940 	EXP 	window1: blendMode = 'avg'
21.3100 	EXP 	window1: blendMode = 'avg'
21.3265 	EXP 	window1: blendMode = 'avg'
21.3432 	EXP 	window1: blendMode = 'avg'
21.3600 	EXP 	window1: blendMode = 'avg'
21.3765 	EXP 	window1: blendMode = 'avg'
21.3932 	EXP 	window1: blendMode = 'avg'
21.4101 	EXP 	window1: blendMode = 'avg'
21.4266 	EXP 	window1: blendMode = 'avg'
21.4432 	EXP 	window1: blendMode = 'avg'
21.4600 	EXP 	window1: blendMode = 'avg'
21.4773 	EXP 	window1: blendMode = 'avg'
21.4933 	EXP 	window1: blendMode = 'avg'
21.5102 	EXP 	window1: blendMode = 'avg'
21.5266 	EXP 	window1: blendMode = 'avg'
21.5431 	EXP 	window1: blendMode = 'avg'
21.5600 	EXP 	window1: blendMode = 'avg'
21.5765 	EXP 	window1: blendMode = 'avg'
21.5932 	EXP 	window1: blendMode = 'avg'
21.6100 	EXP 	window1: blendMode = 'avg'
21.6265 	EXP 	window1: blendMode = 'avg'
21.6432 	EXP 	window1: blendMode = 'avg'
21.6600 	EXP 	window1: blendMode = 'avg'
21.6766 	EXP 	window1: blendMode = 'avg'
21.6932 	EXP 	window1: blendMode = 'avg'
21.7101 	EXP 	window1: blendMode = 'avg'
21.7267 	EXP 	window1: blendMode = 'avg'
21.7432 	EXP 	window1: blendMode = 'avg'
21.7601 	EXP 	window1: blendMode = 'avg'
21.7767 	EXP 	window1: blendMode = 'avg'
21.7935 	EXP 	window1: blendMode = 'avg'
21.8103 	EXP 	window1: blendMode = 'avg'
21.8269 	EXP 	window1: blendMode = 'avg'
21.8432 	EXP 	window1: blendMode = 'avg'
21.8606 	EXP 	window1: blendMode = 'avg'
21.8766 	EXP 	window1: blendMode = 'avg'
21.8937 	EXP 	window1: blendMode = 'avg'
21.9104 	EXP 	window1: blendMode = 'avg'
21.9264 	EXP 	window1: blendMode = 'avg'
21.9433 	EXP 	window1: blendMode = 'avg'
21.9603 	EXP 	window1: blendMode = 'avg'
21.9766 	EXP 	window1: blendMode = 'avg'
21.9932 	EXP 	window1: blendMode = 'avg'
22.0105 	EXP 	window1: blendMode = 'avg'
22.0123 	DATA 	Keypress: 3
22.0268 	EXP 	window1: blendMode = 'avg'
22.0432 	EXP 	window1: blendMode = 'avg'
22.0602 	EXP 	window1: blendMode = 'avg'
22.0767 	EXP 	window1: blendMode = 'avg'
22.0936 	EXP 	window1: blendMode = 'avg'
22.1107 	EXP 	window1: blendMode = 'avg'
22.1268 	EXP 	window1: blendMode = 'avg'
22.1433 	EXP 	window1: blendMode = 'avg'
22.1603 	EXP 	window1: blendMode = 'avg'
22.1770 	EXP 	window1: blendMode = 'avg'
22.1932 	EXP 	window1: blendMode = 'avg'
22.2101 	EXP 	window1: blendMode = 'avg'
22.2267 	EXP 	window1: blendMode = 'avg'
22.2433 	EXP 	window1: blendMode = 'avg'
22.2601 	EXP 	window1: blendMode = 'avg'
22.2766 	EXP 	window1: blendMode = 'avg'
22.2932 	EXP 	window1: blendMode = 'avg'
22.3116 	EXP 	window1: blendMode = 'avg'
22.3265 	EXP 	window1: blendMode = 'avg'
22.3432 	EXP 	window1: blendMode = 'avg'
22.3601 	EXP 	window1: blendMode = 'avg'
22.3767 	EXP 	window1: blendMode = 'avg'
22.3932 	EXP 	window1: blendMode = 'avg'
22.4105 	EXP 	window1: blendMode = 'avg'
22.4269 	EXP 	window1: blendMode = 'avg'
22.4434 	EXP 	window1: blendMode = 'avg'
22.4606 	EXP 	window1: blendMode = 'avg'
22.4769 	EXP 	window1: blendMode = 'avg'
22.4933 	EXP 	window1: blendMode = 'avg'
22.5105 	EXP 	window1: blendMode = 'avg'
22.5273 	EXP 	window1: blendMode = 'avg'
22.5435 	EXP 	window1: blendMode = 'avg'
22.5603 	EXP 	window1: blendMode = 'avg'
22.5768 	EXP 	window1: blendMode = 'avg'
22.5932 	EXP 	window1: blendMode = 'avg'
22.6103 	EXP 	window1: blendMode = 'avg'
22.6266 	EXP 	window1: blendMode = 'avg'
22.6433 	EXP 	window1: blendMode = 'avg'
22.6600 	EXP 	window1: blendMode = 'avg'
22.6766 	EXP 	window1: blendMode = 'avg'
22.6932 	EXP 	window1: blendMode = 'avg'
22.7111 	EXP 	window1: blendMode = 'avg'
22.7284 	EXP 	window1: blendMode = 'avg'
22.7435 	EXP 	window1: blendMode = 'avg'
22.7604 	EXP 	window1: blendMode = 'avg'
22.7769 	EXP 	window1: blendMode = 'avg'
22.7935 	EXP 	window1: blendMode = 'avg'
22.8103 	EXP 	window1: blendMode = 'avg'
22.8267 	EXP 	window1: blendMode = 'avg'
22.8433 	EXP 	window1: blendMode = 'avg'
22.8602 	EXP 	window1: blendMode = 'avg'
22.8767 	EXP 	window1: blendMode = 'avg'
22.8932 	EXP 	window1: blendMode = 'avg'
22.9108 	EXP 	window1: blendMode = 'avg'
22.9266 	EXP 	window1: blendMode = 'avg'
22.9433 	EXP 	window1: blendMode = 'avg'
22.9601 	EXP 	window1: blendMode = 'avg'
22.9765 	EXP 	window1: blendMode = 'avg'
22.9931 	EXP 	window1: blendMode = 'avg'
23.0101 	EXP 	window1: blendMode = 'avg'
23.0271 	EXP 	window1: blendMode = 'avg'
23.0433 	EXP 	window1: blendMode = 'avg'
23.0602 	EXP 	window1: blendMode = 'avg'
23.0767 	EXP 	window1: blendMode = 'avg'
23.0932 	EXP 	window1: blendMode = 'avg'
23.1102 	EXP 	window1: blendMode = 'avg'
23.1266 	EXP 	window1: blendMode = 'avg'
23.1432 	EXP 	window1: blendMode = 'avg'
23.1601 	EXP 	window1: blendMode = 'avg'
23.1765 	EXP 	window1: blendMode = 'avg'
23.1932 	EXP 	window1: blendMode = 'avg'
23.2100 	EXP 	window1: blendMode = 'avg'
23.2270 	EXP 	window1: blendMode = 'avg'
23.2435 	EXP 	window1: blendMode = 'avg'
23.2601 	EXP 	window1: blendMode = 'avg'
23.2770 	EXP 	window1: blendMode = 'avg'
23.2940 	EXP 	window1: blendMode = 'avg'
23.3103 	EXP 	window1: blendMode = 'avg'
23.3271 	EXP 	window1: blendMode = 'avg'
23.3435 	EXP 	window1: blendMode = 'avg'
23.3606 	EXP 	window1: blendMode = 'avg'
23.3767 	EXP 	window1: blendMode = 'avg'
23.3934 	EXP 	window1: blendMode = 'avg'
23.4105 	EXP 	window1: blendMode = 'avg'
23.4269 	EXP 	window1: blendMode = 'avg'
23.4435 	EXP 	window1: blendMode = 'avg'
23.4605 	EXP 	window1: blendMode = 'avg'
23.4768 	EXP 	window1: blendMode = 'avg'
23.4934 	EXP 	window1: blendMode = 'avg'
23.5107 	EXP 	window1: blendMode = 'avg'
23.5268 	EXP 	window1: blendMode = 'avg'
23.5437 	EXP 	window1: blendMode = 'avg'
23.5604 	EXP 	window1: blendMode = 'avg'
23.5768 	EXP 	window1: blendMode = 'avg'
23.5933 	EXP 	window1: blendMode = 'avg'
23.6104 	EXP 	window1: blendMode = 'avg'
23.6266 	EXP 	window1: blendMode = 'avg'
23.6435 	EXP 	window1: blendMode = 'avg'
23.6605 	EXP 	window1: blendMode = 'avg'
23.6769 	EXP 	window1: blendMode = 'avg'
23.6933 	EXP 	window1: blendMode = 'avg'
23.7102 	EXP 	window1: blendMode = 'avg'
23.7266 	EXP 	window1: blendMode = 'avg'
23.7436 	EXP 	window1: blendMode = 'avg'
23.7606 	EXP 	window1: blendMode = 'avg'
23.7768 	EXP 	window1: blendMode = 'avg'
23.7932 	EXP 	window1: blendMode = 'avg'
23.8105 	EXP 	window1: blendMode = 'avg'
23.8266 	EXP 	window1: blendMode = 'avg'
23.8434 	EXP 	window1: blendMode = 'avg'
23.8603 	EXP 	window1: blendMode = 'avg'
23.8767 	EXP 	window1: blendMode = 'avg'
23.8937 	EXP 	window1: blendMode = 'avg'
23.9105 	EXP 	window1: blendMode = 'avg'
23.9268 	EXP 	window1: blendMode = 'avg'
23.9433 	EXP 	window1: blendMode = 'avg'
23.9602 	EXP 	window1: blendMode = 'avg'
23.9769 	EXP 	window1: blendMode = 'avg'
23.9933 	EXP 	window1: blendMode = 'avg'
24.0106 	EXP 	window1: blendMode = 'avg'
24.0270 	EXP 	window1: blendMode = 'avg'
24.0434 	EXP 	window1: blendMode = 'avg'
24.0616 	EXP 	window1: blendMode = 'avg'
24.0771 	EXP 	window1: blendMode = 'avg'
24.0933 	EXP 	window1: blendMode = 'avg'
24.1102 	EXP 	window1: blendMode = 'avg'
24.1267 	EXP 	window1: blendMode = 'avg'
24.1433 	EXP 	window1: blendMode = 'avg'
24.1602 	EXP 	window1: blendMode = 'avg'
24.1769 	EXP 	window1: blendMode = 'avg'
24.1933 	EXP 	window1: blendMode = 'avg'
24.2103 	EXP 	window1: blendMode = 'avg'
24.2266 	EXP 	window1: blendMode = 'avg'
24.2433 	EXP 	window1: blendMode = 'avg'
24.2605 	EXP 	window1: blendMode = 'avg'
24.2772 	EXP 	window1: blendMode = 'avg'
24.2935 	EXP 	window1: blendMode = 'avg'
24.3104 	EXP 	window1: blendMode = 'avg'
24.3268 	EXP 	window1: blendMode = 'avg'
24.3435 	EXP 	window1: blendMode = 'avg'
24.3601 	EXP 	window1: blendMode = 'avg'
24.3767 	EXP 	window1: blendMode = 'avg'
24.3935 	EXP 	window1: blendMode = 'avg'
24.4100 	EXP 	window1: blendMode = 'avg'
24.4266 	EXP 	window1: blendMode = 'avg'
24.4432 	EXP 	window1: blendMode = 'avg'
24.4602 	EXP 	window1: blendMode = 'avg'
24.4766 	EXP 	window1: blendMode = 'avg'
24.4931 	DATA 	Keypress: 5
24.4940 	EXP 	Sound  started
24.5096 	EXP 	text_11: autoDraw = False
24.5096 	EXP 	image_15: autoDraw = False
27.3934 	EXP 	Sound  stopped
27.4533 	EXP 	Imported auditory_run1_1.csv as conditions, 84 conditions, 6 params
27.4539 	EXP 	Created sequence: sequential, trialTypes=84, nReps=1, seed=None
27.4543 	EXP 	New trial (rep=0, index=0): {'soundFile': u'pi.wav', 'word': 1, 'location': 1, 'repetition': 1, 'trialnum': 1, 'condition': u'S'}
27.5338 	EXP 	Set  sound=pi.wav
27.5354 	EXP 	Sound  started
27.5417 	EXP 	fam_trials_image: autoDraw = True
27.8764 	EXP 	Sound  stopped
27.8771 	EXP 	New trial (rep=0, index=1): {'soundFile': u'tu.wav', 'word': 1, 'location': 2, 'repetition': 1, 'trialnum': 2, 'condition': u'S'}
27.9573 	EXP 	Set  sound=tu.wav
27.9584 	EXP 	Sound  started
27.9646 	EXP 	fam_trials_image: autoDraw = False
27.9646 	EXP 	fam_trials_image: autoDraw = True
28.3264 	EXP 	Sound  stopped
28.3600 	EXP 	Sound  stopped
28.3604 	EXP 	New trial (rep=0, index=2): {'soundFile': u'bi.wav', 'word': 1, 'location': 3, 'repetition': 1, 'trialnum': 3, 'condition': u'S'}
28.4291 	EXP 	Set  sound=bi.wav
28.4306 	EXP 	Sound  started
28.4359 	EXP 	fam_trials_image: autoDraw = False
28.4359 	EXP 	fam_trials_image: autoDraw = True
28.8101 	EXP 	Sound  stopped
28.8430 	EXP 	Sound  stopped
28.8435 	EXP 	New trial (rep=0, index=3): {'soundFile': u'di.wav', 'word': 2, 'location': 1, 'repetition': 1, 'trialnum': 4, 'condition': u'S'}
28.9190 	EXP 	Set  sound=di.wav
28.9208 	EXP 	Sound  started
28.9270 	EXP 	fam_trials_image: autoDraw = False
28.9270 	EXP 	fam_trials_image: autoDraw = True
29.2931 	EXP 	Sound  stopped
29.3265 	EXP 	Sound  stopped
29.3269 	EXP 	New trial (rep=0, index=4): {'soundFile': u'ba.wav', 'word': 2, 'location': 2, 'repetition': 1, 'trialnum': 5, 'condition': u'S'}
29.4116 	EXP 	Set  sound=ba.wav
29.4130 	EXP 	Sound  started
29.4186 	EXP 	fam_trials_image: autoDraw = False
29.4186 	EXP 	fam_trials_image: autoDraw = True
29.7764 	EXP 	Sound  stopped
29.8099 	EXP 	Sound  stopped
29.8104 	EXP 	New trial (rep=0, index=5): {'soundFile': u'pu.wav', 'word': 2, 'location': 3, 'repetition': 1, 'trialnum': 6, 'condition': u'S'}
29.8887 	EXP 	Set  sound=pu.wav
29.8906 	EXP 	Sound  started
29.8963 	EXP 	fam_trials_image: autoDraw = False
29.8963 	EXP 	fam_trials_image: autoDraw = True
30.2600 	EXP 	Sound  stopped
30.2765 	EXP 	Sound  stopped
30.2769 	EXP 	New trial (rep=0, index=6): {'soundFile': u'ta.wav', 'word': 3, 'location': 1, 'repetition': 1, 'trialnum': 7, 'condition': u'S'}
30.3542 	EXP 	Set  sound=ta.wav
30.3556 	EXP 	Sound  started
30.3614 	EXP 	fam_trials_image: autoDraw = False
30.3614 	EXP 	fam_trials_image: autoDraw = True
30.7276 	EXP 	Sound  stopped
30.7602 	EXP 	Sound  stopped
30.7606 	EXP 	New trial (rep=0, index=7): {'soundFile': u'ti.wav', 'word': 3, 'location': 2, 'repetition': 1, 'trialnum': 8, 'condition': u'S'}
30.8350 	EXP 	Set  sound=ti.wav
30.8365 	EXP 	Sound  started
30.8427 	EXP 	fam_trials_image: autoDraw = False
30.8427 	EXP 	fam_trials_image: autoDraw = True
31.2099 	EXP 	Sound  stopped
31.2432 	EXP 	Sound  stopped
31.2437 	EXP 	New trial (rep=0, index=8): {'soundFile': u'du.wav', 'word': 3, 'location': 3, 'repetition': 1, 'trialnum': 9, 'condition': u'S'}
31.3174 	EXP 	Set  sound=du.wav
31.3189 	EXP 	Sound  started
31.3238 	EXP 	fam_trials_image: autoDraw = False
31.3238 	EXP 	fam_trials_image: autoDraw = True
31.6930 	EXP 	Sound  stopped
31.7266 	EXP 	Sound  stopped
31.7272 	EXP 	New trial (rep=0, index=9): {'soundFile': u'pi.wav', 'word': 1, 'location': 1, 'repetition': 2, 'trialnum': 10, 'condition': u'S'}
31.7307 	EXP 	Set  sound=pi.wav
31.7314 	EXP 	Sound  started
31.7430 	EXP 	fam_trials_image: autoDraw = False
31.7430 	EXP 	fam_trials_image: autoDraw = True
32.1764 	EXP 	Sound  stopped
32.2101 	EXP 	Sound  stopped
32.2105 	EXP 	New trial (rep=0, index=10): {'soundFile': u'tu.wav', 'word': 1, 'location': 2, 'repetition': 2, 'trialnum': 11, 'condition': u'S'}
32.2127 	EXP 	Set  sound=tu.wav
32.2133 	EXP 	Sound  started
32.2263 	EXP 	fam_trials_image: autoDraw = False
32.2263 	EXP 	fam_trials_image: autoDraw = True
32.6601 	EXP 	Sound  stopped
32.6771 	EXP 	Sound  stopped
32.6776 	EXP 	New trial (rep=0, index=11): {'soundFile': u'bi.wav', 'word': 1, 'location': 3, 'repetition': 2, 'trialnum': 12, 'condition': u'S'}
32.6808 	EXP 	Set  sound=bi.wav
32.6814 	EXP 	Sound  started
32.6931 	EXP 	fam_trials_image: autoDraw = False
32.6931 	EXP 	fam_trials_image: autoDraw = True
33.1266 	EXP 	Sound  stopped
33.1603 	EXP 	Sound  stopped
33.1608 	EXP 	New trial (rep=0, index=12): {'soundFile': u'bu.wav', 'word': 4, 'location': 1, 'repetition': 1, 'trialnum': 13, 'condition': u'S'}
33.2994 	EXP 	Set  sound=bu.wav
33.3008 	EXP 	Sound  started
33.3066 	EXP 	fam_trials_image: autoDraw = False
33.3066 	EXP 	fam_trials_image: autoDraw = True
33.6104 	EXP 	Sound  stopped
33.6432 	EXP 	Sound  stopped
33.6436 	EXP 	New trial (rep=0, index=13): {'soundFile': u'pa.wav', 'word': 4, 'location': 2, 'repetition': 1, 'trialnum': 14, 'condition': u'S'}
33.7161 	EXP 	Set  sound=pa.wav
33.7175 	EXP 	Sound  started
33.7230 	EXP 	fam_trials_image: autoDraw = False
33.7230 	EXP 	fam_trials_image: autoDraw = True
34.0932 	EXP 	Sound  stopped
34.1266 	EXP 	Sound  stopped
34.1270 	EXP 	New trial (rep=0, index=14): {'soundFile': u'da.wav', 'word': 4, 'location': 3, 'repetition': 1, 'trialnum': 15, 'condition': u'S'}
34.2026 	EXP 	Set  sound=da.wav
34.2038 	EXP 	Sound  started
34.2103 	EXP 	fam_trials_image: autoDraw = False
34.2103 	EXP 	fam_trials_image: autoDraw = True
34.5765 	EXP 	Sound  stopped
34.6100 	EXP 	Sound  stopped
34.6105 	EXP 	New trial (rep=0, index=15): {'soundFile': u'di.wav', 'word': 2, 'location': 1, 'repetition': 2, 'trialnum': 16, 'condition': u'S'}
34.6129 	EXP 	Set  sound=di.wav
34.6135 	EXP 	Sound  started
34.6264 	EXP 	fam_trials_image: autoDraw = False
34.6264 	EXP 	fam_trials_image: autoDraw = True
35.0604 	EXP 	Sound  stopped
35.0766 	EXP 	Sound  stopped
35.0771 	EXP 	New trial (rep=0, index=16): {'soundFile': u'ba.wav', 'word': 2, 'location': 2, 'repetition': 2, 'trialnum': 17, 'condition': u'S'}
35.0799 	EXP 	Set  sound=ba.wav
35.0805 	EXP 	Sound  started
35.0930 	EXP 	fam_trials_image: autoDraw = False
35.0930 	EXP 	fam_trials_image: autoDraw = True
35.5266 	EXP 	Sound  stopped
35.5601 	EXP 	Sound  stopped
35.5606 	EXP 	New trial (rep=0, index=17): {'soundFile': u'pu.wav', 'word': 2, 'location': 3, 'repetition': 2, 'trialnum': 18, 'condition': u'S'}
35.5629 	EXP 	Set  sound=pu.wav
35.5634 	EXP 	Sound  started
35.5763 	EXP 	fam_trials_image: autoDraw = False
35.5763 	EXP 	fam_trials_image: autoDraw = True
36.0100 	EXP 	Sound  stopped
36.0432 	EXP 	Sound  stopped
36.0436 	EXP 	New trial (rep=0, index=18): {'soundFile': u'ta.wav', 'word': 3, 'location': 1, 'repetition': 2, 'trialnum': 19, 'condition': u'S'}
36.0463 	EXP 	Set  sound=ta.wav
36.0470 	EXP 	Sound  started
36.0600 	EXP 	fam_trials_image: autoDraw = False
36.0600 	EXP 	fam_trials_image: autoDraw = True
36.4933 	EXP 	Sound  stopped
36.5267 	EXP 	Sound  stopped
36.5273 	EXP 	New trial (rep=0, index=19): {'soundFile': u'ti.wav', 'word': 3, 'location': 2, 'repetition': 2, 'trialnum': 20, 'condition': u'S'}
36.5303 	EXP 	Set  sound=ti.wav
36.5310 	EXP 	Sound  started
36.5431 	EXP 	fam_trials_image: autoDraw = False
36.5431 	EXP 	fam_trials_image: autoDraw = True
36.9765 	EXP 	Sound  stopped
36.9939 	EXP 	Sound  stopped
36.9943 	EXP 	New trial (rep=0, index=20): {'soundFile': u'du.wav', 'word': 3, 'location': 3, 'repetition': 2, 'trialnum': 21, 'condition': u'S'}
36.9967 	EXP 	Set  sound=du.wav
36.9975 	EXP 	Sound  started
37.0103 	EXP 	fam_trials_image: autoDraw = False
37.0103 	EXP 	fam_trials_image: autoDraw = True
37.4432 	EXP 	Sound  stopped
37.4766 	EXP 	Sound  stopped
37.4772 	EXP 	New trial (rep=0, index=21): {'soundFile': u'pi.wav', 'word': 1, 'location': 1, 'repetition': 3, 'trialnum': 22, 'condition': u'S'}
37.4928 	EXP 	Set  sound=pi.wav
37.4935 	EXP 	Sound  started
37.4990 	EXP 	fam_trials_image: autoDraw = False
37.4990 	EXP 	fam_trials_image: autoDraw = True
37.9272 	EXP 	Sound  stopped
37.9604 	EXP 	Sound  stopped
37.9608 	EXP 	New trial (rep=0, index=22): {'soundFile': u'tu.wav', 'word': 1, 'location': 2, 'repetition': 3, 'trialnum': 23, 'condition': u'S'}
37.9779 	EXP 	Set  sound=tu.wav
37.9789 	EXP 	Sound  started
37.9845 	EXP 	fam_trials_image: autoDraw = False
37.9845 	EXP 	fam_trials_image: autoDraw = True
38.4102 	EXP 	Sound  stopped
38.4435 	EXP 	Sound  stopped
38.4439 	EXP 	New trial (rep=0, index=23): {'soundFile': u'bi.wav', 'word': 1, 'location': 3, 'repetition': 3, 'trialnum': 24, 'condition': u'S'}
38.4860 	EXP 	Set  sound=bi.wav
38.4869 	EXP 	Sound  started
38.4925 	EXP 	fam_trials_image: autoDraw = False
38.4925 	EXP 	fam_trials_image: autoDraw = True
38.8933 	EXP 	Sound  stopped
