word,location,image,repetition,trialnum,condition,l_block_trial_loop.thisRepN,l_block_trial_loop.thisTrialN,l_block_trial_loop.thisN,l_block_trial_loop.thisIndex,blank_block_trial_loop.thisRepN,blank_block_trial_loop.thisTrialN,blank_block_trial_loop.thisN,blank_block_trial_loop.thisIndex,v_block_trials.thisRepN,v_block_trials.thisTrialN,v_block_trials.thisN,v_block_trials.thisIndex,l_block_trial_key_resp.keys,l_block_trial_key_resp.rt,blank_block_trial_key_resp.keys,v_block_trial_key_resp.keys,v_block_trial_key_resp.rt,Run,vtarget,PartID,ltarget,frameRate,expName,date,
0,2,G.png,1,113,R,0,16,16,16,,,,,,,,,None,,,,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
0,3,D.png,1,114,R,0,17,17,17,,,,,,,,,None,,,,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
0,1,J.png,1,115,R,0,18,18,18,,,,,,,,,None,,,,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
0,2,H.png,1,116,R,0,19,19,19,,,,,,,,,None,,,,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
0,3,B.png,1,117,R,0,20,20,20,,,,,,,,,None,,,,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
0,1,L.png,1,118,R,0,21,21,21,,,,,,,,,None,,,,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
0,2,K.png,1,119,R,0,22,22,22,,,,,,,,,None,,,,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
0,3,M.png,1,120,R,0,23,23,23,,,,,,,,,None,,,,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
0,1,M.png,1,121,R,0,24,24,24,,,,,,,,,None,,,,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
0,2,G.png,1,122,R,0,25,25,25,,,,,,,,,None,,,,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
0,3,H.png,1,123,R,0,26,26,26,,,,,,,,,None,,,,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
0,1,F.png,1,124,R,0,27,27,27,,,,,,,,,1,0.360152588135,,,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
0,2,A.png,1,125,R,0,28,28,28,,,,,,,,,None,,,,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
0,3,D.png,1,126,R,0,29,29,29,,,,,,,,,None,,,,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
0,1,D.png,1,127,R,0,30,30,30,,,,,,,,,None,,,,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
0,2,H.png,1,128,R,0,31,31,31,,,,,,,,,None,,,,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
0,3,F.png,1,129,R,0,32,32,32,,,,,,,,,1,0.410058647318,,,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
0,1,L.png,1,130,R,0,33,33,33,,,,,,,,,None,,,,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
0,2,A.png,1,131,R,0,34,34,34,,,,,,,,,None,,,,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
0,3,A.png,1,132,R,0,35,35,35,,,,,,,,,None,,,,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
0,1,J.png,1,133,R,0,36,36,36,,,,,,,,,None,,,,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
0,2,E.png,1,134,R,0,37,37,37,,,,,,,,,None,,,,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
0,3,C.png,1,135,R,0,38,38,38,,,,,,,,,None,,,,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
0,1,B.png,1,136,R,0,39,39,39,,,,,,,,,None,,,,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
0,2,J.png,1,137,R,0,40,40,40,,,,,,,,,None,,,,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
0,3,E.png,1,138,R,0,41,41,41,,,,,,,,,None,,,,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
0,1,L.png,1,139,R,0,42,42,42,,,,,,,,,None,,,,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
0,2,C.png,1,140,R,0,43,43,43,,,,,,,,,None,,,,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
0,3,F.png,1,141,R,0,44,44,44,,,,,,,,,1,0.450060683797,,,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
0,1,K.png,1,142,R,0,45,45,45,,,,,,,,,None,,,,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
0,2,J.png,1,143,R,0,46,46,46,,,,,,,,,None,,,,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
0,3,G.png,1,144,R,0,47,47,47,,,,,,,,,None,,,,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
0,0,blank.png,0,0,B,,,,,0,0,0,0,,,,,,,None,,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
0,0,blank.png,0,0,B,,,,,0,1,1,1,,,,,,,None,,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
0,0,blank.png,0,0,B,,,,,0,2,2,2,,,,,,,None,,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
0,0,blank.png,0,0,B,,,,,0,3,3,3,,,,,,,None,,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
0,0,blank.png,0,0,B,,,,,0,4,4,4,,,,,,,None,,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
0,0,blank.png,0,0,B,,,,,0,5,5,5,,,,,,,None,,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
0,0,blank.png,0,0,B,,,,,0,6,6,6,,,,,,,None,,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
0,0,blank.png,0,0,B,,,,,0,7,7,7,,,,,,,None,,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
0,0,blank.png,0,0,B,,,,,0,8,8,8,,,,,,,None,,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
0,0,blank.png,0,0,B,,,,,0,9,9,9,,,,,,,None,,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
0,0,blank.png,0,0,B,,,,,0,10,10,10,,,,,,,None,,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
0,0,blank.png,0,0,B,,,,,0,11,11,11,,,,,,,None,,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
2,1,Alien13.png,4,49,S,,,,,,,,,0,0,0,0,,,,None,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
2,2,Alien14.png,4,50,S,,,,,,,,,0,1,1,1,,,,None,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
2,3,Alien15.png,4,51,S,,,,,,,,,0,2,2,2,,,,1,0.410059057896,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
3,1,Alien22.png,5,52,S,,,,,,,,,0,3,3,3,,,,None,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
3,2,Alien23.png,5,53,S,,,,,,,,,0,4,4,4,,,,None,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
3,3,Alien24.png,5,54,S,,,,,,,,,0,5,5,5,,,,None,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
1,1,Alien16.png,6,55,S,,,,,,,,,0,6,6,6,,,,None,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
1,2,Alien17.png,6,56,S,,,,,,,,,0,7,7,7,,,,None,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
1,3,Alien18.png,6,57,S,,,,,,,,,0,8,8,8,,,,None,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
4,1,Alien19.png,5,58,S,,,,,,,,,0,9,9,9,,,,None,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
4,2,Alien20.png,5,59,S,,,,,,,,,0,10,10,10,,,,None,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
4,3,Alien21.png,5,60,S,,,,,,,,,0,11,11,11,,,,None,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
2,1,Alien13.png,5,61,S,,,,,,,,,0,12,12,12,,,,None,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
2,2,Alien14.png,5,62,S,,,,,,,,,0,13,13,13,,,,None,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
2,3,Alien15.png,5,63,S,,,,,,,,,0,14,14,14,,,,1,0.460050928406,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
4,1,Alien19.png,6,64,S,,,,,,,,,0,15,15,15,,,,None,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
4,2,Alien20.png,6,65,S,,,,,,,,,0,16,16,16,,,,None,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
4,3,Alien21.png,6,66,S,,,,,,,,,0,17,17,17,,,,None,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
1,1,Alien16.png,7,67,S,,,,,,,,,0,18,18,18,,,,None,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
1,2,Alien17.png,7,68,S,,,,,,,,,0,19,19,19,,,,None,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
1,3,Alien18.png,7,69,S,,,,,,,,,0,20,20,20,,,,None,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
3,1,Alien22.png,6,70,S,,,,,,,,,0,21,21,21,,,,None,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
3,2,Alien23.png,6,71,S,,,,,,,,,0,22,22,22,,,,None,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
3,3,Alien24.png,6,72,S,,,,,,,,,0,23,23,23,,,,None,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
2,1,Alien13.png,6,73,S,,,,,,,,,0,24,24,24,,,,None,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
2,2,Alien14.png,6,74,S,,,,,,,,,0,25,25,25,,,,None,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
2,3,Alien15.png,6,75,S,,,,,,,,,0,26,26,26,,,,1,0.470067450166,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
1,1,Alien16.png,8,76,S,,,,,,,,,0,27,27,27,,,,None,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
1,2,Alien17.png,8,77,S,,,,,,,,,0,28,28,28,,,,None,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
1,3,Alien18.png,8,78,S,,,,,,,,,0,29,29,29,,,,None,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
4,1,Alien19.png,7,79,S,,,,,,,,,0,30,30,30,,,,None,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
4,2,Alien20.png,7,80,S,,,,,,,,,0,31,31,31,,,,None,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
4,3,Alien21.png,7,81,S,,,,,,,,,0,32,32,32,,,,None,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
3,1,Alien22.png,7,82,S,,,,,,,,,0,33,33,33,,,,None,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
3,2,Alien23.png,7,83,S,,,,,,,,,0,34,34,34,,,,None,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
3,3,Alien24.png,7,84,S,,,,,,,,,0,35,35,35,,,,None,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
2,1,Alien13.png,7,85,S,,,,,,,,,0,36,36,36,,,,None,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
2,2,Alien14.png,7,86,S,,,,,,,,,0,37,37,37,,,,None,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
2,3,Alien15.png,7,87,S,,,,,,,,,0,38,38,38,,,,1,0.410050025126,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
4,1,Alien19.png,8,88,S,,,,,,,,,0,39,39,39,,,,None,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
4,2,Alien20.png,8,89,S,,,,,,,,,0,40,40,40,,,,None,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
4,3,Alien21.png,8,90,S,,,,,,,,,0,41,41,41,,,,None,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
1,1,Alien16.png,9,91,S,,,,,,,,,0,42,42,42,,,,None,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
1,2,Alien17.png,9,92,S,,,,,,,,,0,43,43,43,,,,None,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
1,3,Alien18.png,9,93,S,,,,,,,,,0,44,44,44,,,,None,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
3,1,Alien22.png,8,94,S,,,,,,,,,0,45,45,45,,,,None,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
3,2,Alien23.png,8,95,S,,,,,,,,,0,46,46,46,,,,None,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
3,3,Alien24.png,8,96,S,,,,,,,,,0,47,47,47,,,,None,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
0,0,blank.png,0,0,B,,,,,,,,,0,48,48,48,,,,None,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
0,0,blank.png,0,0,B,,,,,,,,,0,49,49,49,,,,None,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
0,0,blank.png,0,0,B,,,,,,,,,0,50,50,50,,,,None,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
0,0,blank.png,0,0,B,,,,,,,,,0,51,51,51,,,,None,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
0,0,blank.png,0,0,B,,,,,,,,,0,52,52,52,,,,None,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
0,0,blank.png,0,0,B,,,,,,,,,0,53,53,53,,,,None,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
0,0,blank.png,0,0,B,,,,,,,,,0,54,54,54,,,,None,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
0,0,blank.png,0,0,B,,,,,,,,,0,55,55,55,,,,None,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
0,0,blank.png,0,0,B,,,,,,,,,0,56,56,56,,,,None,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
0,0,blank.png,0,0,B,,,,,,,,,0,57,57,57,,,,None,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
0,0,blank.png,0,0,B,,,,,,,,,0,58,58,58,,,,None,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
0,0,blank.png,0,0,B,,,,,,,,,0,59,59,59,,,,None,,3,15,blast_a_026,F,100.045019879,visual,2018_Nov_07_1707,
