word,location,image,repetition,trialnum,condition,v_block_trials.thisRepN,v_block_trials.thisTrialN,v_block_trials.thisN,v_block_trials.thisIndex,l_block_trial_loop.thisRepN,l_block_trial_loop.thisTrialN,l_block_trial_loop.thisN,l_block_trial_loop.thisIndex,blank_block_trial_loop.thisRepN,blank_block_trial_loop.thisTrialN,blank_block_trial_loop.thisN,blank_block_trial_loop.thisIndex,v_block_trial_key_resp.keys,v_block_trial_key_resp.rt,l_block_trial_key_resp.keys,l_block_trial_key_resp.rt,blank_block_trial_key_resp.keys,Run,vtarget,PartID,ltarget,frameRate,expName,date,
4,3,Alien9.bmp,7,81,S,0,32,32,32,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
3,1,Alien10.bmp,7,82,S,0,33,33,33,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
3,2,Alien11.bmp,7,83,S,0,34,34,34,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
3,3,Alien12.bmp,7,84,S,0,35,35,35,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
2,1,Alien1.bmp,7,85,S,0,36,36,36,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
2,2,Alien2.bmp,7,86,S,0,37,37,37,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
2,3,Alien3.bmp,7,87,S,0,38,38,38,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
4,1,Alien7.bmp,8,88,S,0,39,39,39,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
4,2,Alien8.bmp,8,89,S,0,40,40,40,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
4,3,Alien9.bmp,8,90,S,0,41,41,41,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
1,1,Alien4.bmp,9,91,S,0,42,42,42,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
1,2,Alien5.bmp,9,92,S,0,43,43,43,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
1,3,Alien6.bmp,9,93,S,0,44,44,44,,,,,,,,,3,0.414023444522,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
3,1,Alien10.bmp,8,94,S,0,45,45,45,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
3,2,Alien11.bmp,8,95,S,0,46,46,46,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
3,3,Alien12.bmp,8,96,S,0,47,47,47,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
0,0,blank.png,0,0,B,0,48,48,48,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
0,0,blank.png,0,0,B,0,49,49,49,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
0,0,blank.png,0,0,B,0,50,50,50,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
0,0,blank.png,0,0,B,0,51,51,51,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
0,0,blank.png,0,0,B,0,52,52,52,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
0,0,blank.png,0,0,B,0,53,53,53,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
0,0,blank.png,0,0,B,0,54,54,54,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
0,0,blank.png,0,0,B,0,55,55,55,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
0,0,blank.png,0,0,B,0,56,56,56,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
0,0,blank.png,0,0,B,0,57,57,57,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
0,0,blank.png,0,0,B,0,58,58,58,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
0,0,blank.png,0,0,B,0,59,59,59,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
0,0,blank.png,0,0,B,,,,,,,,,0,0,0,0,,,None,0.68049625284,None,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
0,0,blank.png,0,0,B,,,,,,,,,0,1,1,1,,,,,None,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
0,0,blank.png,0,0,B,,,,,,,,,0,2,2,2,,,,,None,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
0,0,blank.png,0,0,B,,,,,,,,,0,3,3,3,,,,,None,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
0,0,blank.png,0,0,B,,,,,,,,,0,4,4,4,,,,,None,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
0,0,blank.png,0,0,B,,,,,,,,,0,5,5,5,,,,,None,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
0,0,blank.png,0,0,B,,,,,,,,,0,6,6,6,,,,,None,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
0,0,blank.png,0,0,B,,,,,,,,,0,7,7,7,,,,,None,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
0,0,blank.png,0,0,B,,,,,,,,,0,8,8,8,,,,,None,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
0,0,blank.png,0,0,B,,,,,,,,,0,9,9,9,,,,,None,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
0,0,blank.png,0,0,B,,,,,,,,,0,10,10,10,,,,,None,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
0,0,blank.png,0,0,B,,,,,,,,,0,11,11,11,,,,,None,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
0,0,blank.png,0,0,B,,,,,,,,,0,0,0,0,,,None,0.330513447523,None,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
0,0,blank.png,0,0,B,,,,,,,,,0,1,1,1,,,,,None,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
0,0,blank.png,0,0,B,,,,,,,,,0,2,2,2,,,,,None,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
0,0,blank.png,0,0,B,,,,,,,,,0,3,3,3,,,,,None,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
0,0,blank.png,0,0,B,,,,,,,,,0,4,4,4,,,,,None,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
0,0,blank.png,0,0,B,,,,,,,,,0,5,5,5,,,,,None,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
0,0,blank.png,0,0,B,,,,,,,,,0,6,6,6,,,,,None,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
0,0,blank.png,0,0,B,,,,,,,,,0,7,7,7,,,,,None,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
0,0,blank.png,0,0,B,,,,,,,,,0,8,8,8,,,,,None,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
0,0,blank.png,0,0,B,,,,,,,,,0,9,9,9,,,,,None,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
0,0,blank.png,0,0,B,,,,,,,,,0,10,10,10,,,,,None,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
0,0,blank.png,0,0,B,,,,,,,,,0,11,11,11,,,,,None,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
1,1,Alien4.bmp,10,97,S,0,0,0,0,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
1,2,Alien5.bmp,10,98,S,0,1,1,1,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
1,3,Alien6.bmp,10,99,S,0,2,2,2,,,,,,,,,3,0.415141594829,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
2,1,Alien1.bmp,8,100,S,0,3,3,3,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
2,2,Alien2.bmp,8,101,S,0,4,4,4,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
2,3,Alien3.bmp,8,102,S,0,5,5,5,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
4,1,Alien7.bmp,9,103,S,0,6,6,6,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
4,2,Alien8.bmp,9,104,S,0,7,7,7,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
4,3,Alien9.bmp,9,105,S,0,8,8,8,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
3,1,Alien10.bmp,9,106,S,0,9,9,9,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
3,2,Alien11.bmp,9,107,S,0,10,10,10,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
3,3,Alien12.bmp,9,108,S,0,11,11,11,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
2,1,Alien1.bmp,9,109,S,0,12,12,12,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
2,2,Alien2.bmp,9,110,S,0,13,13,13,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
2,3,Alien3.bmp,9,111,S,0,14,14,14,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
1,1,Alien4.bmp,11,112,S,0,15,15,15,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
1,2,Alien5.bmp,11,113,S,0,16,16,16,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
1,3,Alien6.bmp,11,114,S,0,17,17,17,,,,,,,,,3,0.326673449716,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
3,1,Alien10.bmp,10,115,S,0,18,18,18,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
3,2,Alien11.bmp,10,116,S,0,19,19,19,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
3,3,Alien12.bmp,10,117,S,0,20,20,20,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
4,1,Alien7.bmp,10,118,S,0,21,21,21,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
4,2,Alien8.bmp,10,119,S,0,22,22,22,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
4,3,Alien9.bmp,10,120,S,0,23,23,23,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
2,1,Alien1.bmp,10,121,S,0,24,24,24,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
2,2,Alien2.bmp,10,122,S,0,25,25,25,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
2,3,Alien3.bmp,10,123,S,0,26,26,26,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
1,1,Alien4.bmp,12,124,S,0,27,27,27,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
1,2,Alien5.bmp,12,125,S,0,28,28,28,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
1,3,Alien6.bmp,12,126,S,0,29,29,29,,,,,,,,,3,0.414536013035,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
2,1,Alien1.bmp,11,127,S,0,30,30,30,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
2,2,Alien2.bmp,11,128,S,0,31,31,31,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
2,3,Alien3.bmp,11,129,S,0,32,32,32,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
4,1,Alien7.bmp,11,130,S,0,33,33,33,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
4,2,Alien8.bmp,11,131,S,0,34,34,34,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
4,3,Alien9.bmp,11,132,S,0,35,35,35,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
3,1,Alien10.bmp,11,133,S,0,36,36,36,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
3,2,Alien11.bmp,11,134,S,0,37,37,37,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
3,3,Alien12.bmp,11,135,S,0,38,38,38,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
4,1,Alien7.bmp,12,136,S,0,39,39,39,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
4,2,Alien8.bmp,12,137,S,0,40,40,40,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
4,3,Alien9.bmp,12,138,S,0,41,41,41,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
3,1,Alien10.bmp,12,139,S,0,42,42,42,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
3,2,Alien11.bmp,12,140,S,0,43,43,43,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
3,3,Alien12.bmp,12,141,S,0,44,44,44,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
2,1,Alien1.bmp,12,142,S,0,45,45,45,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
2,2,Alien2.bmp,12,143,S,0,46,46,46,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
2,3,Alien3.bmp,12,144,S,0,47,47,47,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
0,0,blank.png,0,0,B,0,48,48,48,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
0,0,blank.png,0,0,B,0,49,49,49,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
0,0,blank.png,0,0,B,0,50,50,50,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
0,0,blank.png,0,0,B,0,51,51,51,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
0,0,blank.png,0,0,B,0,52,52,52,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
0,0,blank.png,0,0,B,0,53,53,53,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
0,0,blank.png,0,0,B,0,54,54,54,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
0,0,blank.png,0,0,B,0,55,55,55,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
0,0,blank.png,0,0,B,0,56,56,56,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
0,0,blank.png,0,0,B,0,57,57,57,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
0,0,blank.png,0,0,B,0,58,58,58,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
0,0,blank.png,0,0,B,0,59,59,59,,,,,,,,,None,,,,,3,6,f008,H,119.954926768,visual,2018_Jan_30_1540,
